UF,UFN,Codmun7,Município,GINI,PMPOB,IDHM
43,Rio Grande do Sul,4318465,SÃO JOSÉ DO HERVAL,0.58,21.66,0.717
43,Rio Grande do Sul,4323002,VIAMÃO,0.47,7.08,0.717
52,Goiás,5205497,CIDADE OCIDENTAL,0.5,9.34,0.717
29,Bahia,2919553,LUÍS EDUARDO MAGALHÃES,0.62,10.52,0.716
31,Minas Gerais,3121605,Diamantina,0.57,16.65,0.716
31,Minas Gerais,3127388,Goianá,0.47,11.13,0.716
33,Rio de Janeiro,3301009,CAMPOS DOS GOYTACAZES,0.55,13.49,0.716
35,São Paulo,3525805,JÚLIO MESQUITA,0.41,11.22,0.716
35,São Paulo,3537800,PIEDADE,0.47,9.25,0.716
41,Paraná,4102802,BELA VISTA DO PARAÍSO,0.47,5.24,0.716
41,Paraná,4104600,CAPITÃO LEÔNIDAS MARQUES,0.46,7.2,0.716
41,Paraná,4107702,FÊNIX,0.43,10.21,0.716
41,Paraná,4114500,MANOEL RIBAS,0.6,14.73,0.716
41,Paraná,4117255,NOVA PRATA DO IGUAÇU,0.46,9.72,0.716
41,Paraná,4117503,PAIÇANDU,0.36,2.77,0.716
41,Paraná,4121802,RIBEIRÃO CLARO,0.52,9.98,0.716
41,Paraná,4124301,SANTO ANTÔNIO DO PARAÍSO,0.48,7.32,0.716
42,Santa Catarina,4202057,BALNEÁRIO BARRA DO SUL,0.41,3.89,0.716
42,Santa Catarina,4205159,DOUTOR PEDRINHO,0.34,2.83,0.716
42,Santa Catarina,4208708,JACINTO MACHADO,0.43,7.03,0.716
42,Santa Catarina,4212304,PAULO LOPES,0.4,5.37,0.716
42,Santa Catarina,4212700,PETROLÂNDIA,0.47,6.17,0.716
43,Rio Grande do Sul,4307054,ERNESTINA,0.43,6.24,0.716
43,Rio Grande do Sul,4311205,JÚLIO DE CASTILHOS,0.59,12.13,0.716
51,Mato Grosso,5105150,JUÍNA,0.58,10.48,0.716
51,Mato Grosso,5105606,MATUPÁ,0.55,16.03,0.716
51,Mato Grosso,5108204,TORIXORÉU,0.53,14.57,0.716
52,Goiás,5203302,BELA VISTA DE GOIÁS,0.51,6.61,0.716
52,Goiás,5206909,DAVINÓPOLIS,0.4,5.74,0.716
52,Goiás,5221007,TAQUARAL DE GOIÁS,0.43,3.96,0.716
15,Pará,1505536,PARAUAPEBAS,0.53,13.17,0.715
31,Minas Gerais,3134905,Jacutinga,0.42,5.12,0.715
31,Minas Gerais,3139003,Machado,0.51,7.62,0.715
31,Minas Gerais,3145208,Nova Serrana,0.35,2.81,0.715
31,Minas Gerais,3147204,Paraguaçu,0.41,6.84,0.715
31,Minas Gerais,3147600,Passa Quatro,0.49,10.24,0.715
31,Minas Gerais,3157807,Santa Luzia,0.43,7.99,0.715
31,Minas Gerais,3162005,São Gonçalo do Sapucaí,0.52,9.82,0.715
31,Minas Gerais,3165305,São Vicente de Minas,0.53,19.83,0.715
33,Rio de Janeiro,3302007,ITAGUAÍ,0.47,8.95,0.715
33,Rio de Janeiro,3303955,PINHEIRAL,0.51,10.4,0.715
35,São Paulo,3500303,AGUAÍ,0.47,6.89,0.715
35,São Paulo,3516002,FLÓRIDA PAULISTA,0.41,6,0.715
35,São Paulo,3532009,MORUNGABA,0.41,6.18,0.715
35,São Paulo,3532843,NOVA CANAÃ PAULISTA,0.34,6.17,0.715
35,São Paulo,3537008,PEDREGULHO,0.49,6.01,0.715
35,São Paulo,3541802,QUEIROZ,0.42,10.76,0.715
35,São Paulo,3551900,SEVERÍNIA,0.41,2.68,0.715
41,Paraná,4107553,FAROL,0.49,13.49,0.715
41,Paraná,4111902,JAGUAPITÃ,0.4,3.16,0.715
41,Paraná,4121109,QUINTA DO SOL,0.44,6.99,0.715
41,Paraná,4126009,SÃO SEBASTIÃO DA AMOREIRA,0.44,6.82,0.715
42,Santa Catarina,4201653,ARVOREDO,0.36,3.76,0.715
42,Santa Catarina,4205431,FORMOSA DO SUL,0.42,6.85,0.715
43,Rio Grande do Sul,4313656,PALMARES DO SUL,0.53,9.07,0.715
43,Rio Grande do Sul,4315131,POUSO NOVO,0.53,9.7,0.715
43,Rio Grande do Sul,4315206,PUTINGA,0.42,3.34,0.715
50,Mato Grosso do Sul,5007208,RIO BRILHANTE,0.53,9.26,0.715
51,Mato Grosso,5107248,SANTA CARMEM,0.48,8.3,0.715
52,Goiás,5208103,FORMOSO,0.55,17.98,0.715
52,Goiás,5214606,NIQUELÂNDIA,0.53,11.25,0.715
52,Goiás,5215306,ORIZONA,0.51,7.54,0.715
11,Rondônia,1100122,JI-PARANÁ,0.53,8.56,0.714
23,Ceará,2312908,SOBRAL,0.56,25.2,0.714
31,Minas Gerais,3130408,Ijaci,0.41,7.03,0.714
31,Minas Gerais,3138005,Laranjal,0.49,8.34,0.714
31,Minas Gerais,3155801,Rio Pomba,0.47,10.38,0.714
32,Espírito Santo,3204609,SANTA TERESA,0.48,5.69,0.714
33,Rio de Janeiro,3306206,VASSOURAS,0.52,11.32,0.714
35,São Paulo,3504305,AVAÍ,0.47,14.95,0.714
35,São Paulo,3523107,ITAQUAQUECETUBA,0.42,10.21,0.714
35,São Paulo,3532157,NANTES,0.35,5.19,0.714
35,São Paulo,3540408,POPULINA,0.41,4.39,0.714
35,São Paulo,3548104,SANTO ANTÔNIO DO JARDIM,0.41,5.54,0.714
35,São Paulo,3554656,TORRE DE PEDRA,0.39,8.39,0.714
41,Paraná,4116950,NOVA ESPERANÇA DO SUDOESTE,0.5,8.49,0.714
41,Paraná,4120705,QUATIGUÁ,0.41,6.27,0.714
41,Paraná,4127403,TERRA ROXA,0.42,7.33,0.714
42,Santa Catarina,4203303,CAMPO ALEGRE,0.41,8.08,0.714
42,Santa Catarina,4204004,CATANDUVAS,0.47,4.38,0.714
42,Santa Catarina,4215075,RIQUEZA,0.44,7.99,0.714
43,Rio Grande do Sul,4309050,GLORINHA,0.41,4.97,0.714
43,Rio Grande do Sul,4312427,MORMAÇO,0.57,12.34,0.714
50,Mato Grosso do Sul,5003801,FÁTIMA DO SUL,0.52,7.62,0.714
51,Mato Grosso,5100250,ALTA FLORESTA,0.48,5.77,0.714
51,Mato Grosso,5105200,JUSCIMEIRA,0.43,9.91,0.714
51,Mato Grosso,5106190,NOVA SANTA HELENA,0.64,10.98,0.714
51,Mato Grosso,5108006,TAPURAH,0.49,4.25,0.714
52,Goiás,5201306,ANICUNS,0.46,8.31,0.714
52,Goiás,5219407,SANTA RITA DO ARAGUAIA,0.48,8.6,0.714
23,Ceará,2304202,CRATO,0.57,24.54,0.713
31,Minas Gerais,3120904,Curvelo,0.52,12.1,0.713
31,Minas Gerais,3133501,Itapecerica,0.44,8.1,0.713
33,Rio de Janeiro,3300936,CARAPEBUS,0.42,6.2,0.713
33,Rio de Janeiro,3302106,ITAOCARA,0.49,10.53,0.713
33,Rio de Janeiro,3303005,MIRACEMA,0.5,12.53,0.713
33,Rio de Janeiro,3303500,NOVA IGUAÇU,0.48,10.56,0.713
33,Rio de Janeiro,3304110,PORTO REAL,0.42,6.44,0.713
33,Rio de Janeiro,3305554,SEROPÉDICA,0.47,9.95,0.713
35,São Paulo,3507100,BOM JESUS DOS PERDÕES,0.41,4.18,0.713
35,São Paulo,3509403,CAJURU,0.4,4.61,0.713
35,São Paulo,3516101,FLORÍNIA,0.46,14.89,0.713
35,São Paulo,3518107,GUARANTÃ,0.48,5.71,0.713
35,São Paulo,3521507,IRAPUÃ,0.36,3.8,0.713
35,São Paulo,3521804,ITAÍ,0.45,8.51,0.713
35,São Paulo,3532702,NIPOÃ,0.37,5.13,0.713
41,Paraná,4104709,CARLÓPOLIS,0.47,9.02,0.713
41,Paraná,4106704,CRUZEIRO DO SUL,0.42,5.37,0.713
41,Paraná,4118857,PEROBAL,0.41,5.02,0.713
41,Paraná,4120408,PRESIDENTE CASTELO BRANCO,0.37,2.67,0.713
41,Paraná,4122602,RONDON,0.41,1.32,0.713
41,Paraná,4125456,SÃO JOSÉ DAS PALMEIRAS,0.45,8.35,0.713
42,Santa Catarina,4200507,ÁGUAS DE CHAPECÓ,0.44,8.04,0.713
42,Santa Catarina,4207403,IMBUIA,0.47,8.53,0.713
43,Rio Grande do Sul,4304614,CANUDOS DO VALE,0.49,9.47,0.713
43,Rio Grande do Sul,4310603,ITAQUI,0.51,11.59,0.713
43,Rio Grande do Sul,4314803,PORTÃO,0.42,4.7,0.713
51,Mato Grosso,5103205,COLÍDER,0.56,8.8,0.713
52,Goiás,5200605,ALTO PARAÍSO DE GOIÁS,0.65,17.22,0.713
52,Goiás,5205000,CARMO DO RIO VERDE,0.44,7.81,0.713
52,Goiás,5215652,PALESTINA DE GOIÁS,0.38,5.45,0.713
52,Goiás,5219258,SANTA FÉ DE GOIÁS,0.48,3.21,0.713
29,Bahia,2910800,FEIRA DE SANTANA,0.6,15.8,0.712
29,Bahia,2914802,ITABUNA,0.56,17.09,0.712
31,Minas Gerais,3117306,Conceição das Alagoas,0.51,4.76,0.712
31,Minas Gerais,3117900,Congonhal,0.45,8.81,0.712
31,Minas Gerais,3151602,Planura,0.43,5.32,0.712
31,Minas Gerais,3168101,Tapira,0.54,7.19,0.712
32,Espírito Santo,3203908,NOVA VENÉCIA,0.48,11.77,0.712
33,Rio de Janeiro,3301405,CONCEIÇÃO DE MACABU,0.48,12.79,0.712
33,Rio de Janeiro,3305208,SÃO PEDRO DA ALDEIA,0.5,9.11,0.712
35,São Paulo,3500758,ALAMBARI,0.44,7.61,0.712
35,São Paulo,3506607,BIRITIBA-MIRIM,0.53,9.77,0.712
35,São Paulo,3521606,IRAPURU,0.44,9.54,0.712
35,São Paulo,3531902,MORRO AGUDO,0.45,4.91,0.712
35,São Paulo,3542909,RIBEIRÃO BONITO,0.46,4.85,0.712
35,São Paulo,3555901,URU,0.39,7.6,0.712
41,Paraná,4112405,JAPURÁ,0.35,3.1,0.712
42,Santa Catarina,4202578,BOM JESUS DO OESTE,0.39,4.04,0.712
43,Rio Grande do Sul,4306007,CRISSIUMAL,0.41,7.24,0.712
43,Rio Grande do Sul,4306973,EREBANGO,0.47,10.02,0.712
43,Rio Grande do Sul,4307831,EUGÊNIO DE CASTRO,0.5,12.26,0.712
43,Rio Grande do Sul,4311106,JAGUARI,0.51,8.86,0.712
43,Rio Grande do Sul,4311627,LINDOLFO COLLOR,0.37,3.27,0.712
43,Rio Grande do Sul,4317301,SANTA VITÓRIA DO PALMAR,0.54,11.12,0.712
43,Rio Grande do Sul,4320230,SEDE NOVA,0.56,13.16,0.712
43,Rio Grande do Sul,4322608,VENÂNCIO AIRES,0.45,4.27,0.712
50,Mato Grosso do Sul,5005004,JARDIM,0.55,11.42,0.712
52,Goiás,5216809,PETROLINA DE GOIÁS,0.41,7.88,0.712
52,Goiás,5222005,VIANÓPOLIS,0.46,5.85,0.712
31,Minas Gerais,3111200,Campo Belo,0.47,6.73,0.711
31,Minas Gerais,3116209,Chiador,0.61,7.74,0.711
31,Minas Gerais,3137809,Lambari,0.48,10.21,0.711
31,Minas Gerais,3141306,Medeiros,0.46,4.78,0.711
31,Minas Gerais,3170750,Varjão de Minas,0.39,7.68,0.711
32,Espírito Santo,3204401,RIO NOVO DO SUL,0.48,9,0.711
33,Rio de Janeiro,3301702,DUQUE DE CAXIAS,0.46,9.88,0.711
35,São Paulo,3505005,BARÃO DE ANTONINA,0.47,11.05,0.711
35,São Paulo,3520202,IGARATÁ,0.41,7.25,0.711
35,São Paulo,3524204,JABORANDI,0.39,4.48,0.711
35,São Paulo,3536406,PAULICÉIA,0.44,5.25,0.711
35,São Paulo,3538303,PIQUEROBI,0.42,9.05,0.711
35,São Paulo,3543105,RIBEIRÃO CORRENTE,0.42,5.71,0.711
41,Paraná,4116059,MISSAL,0.45,8.1,0.711
43,Rio Grande do Sul,4312443,MORRINHOS DO SUL,0.47,6.08,0.711
43,Rio Grande do Sul,4319901,SAPIRANGA,0.41,3.73,0.711
50,Mato Grosso do Sul,5000252,ALCINÓPOLIS,0.54,4.67,0.711
50,Mato Grosso do Sul,5008404,VICENTINA,0.46,7.56,0.711
52,Goiás,5205455,CEZARINA,0.47,9.93,0.711
52,Goiás,5210307,ISRAELÂNDIA,0.43,7.55,0.711
52,Goiás,5216304,PARANAIGUARA,0.43,6.41,0.711
11,Rondônia,1100189,PIMENTA BUENO,0.54,9.33,0.71
24,Rio Grande do Norte,2402006,CAICÓ,0.56,12.1,0.71
31,Minas Gerais,3112802,Capitólio,0.4,3.88,0.71
31,Minas Gerais,3114204,Carmo do Cajuru,0.43,5.21,0.71
31,Minas Gerais,3124609,Estrela Dalva,0.59,12.53,0.71
31,Minas Gerais,3138302,Leandro Ferreira,0.46,6.61,0.71
31,Minas Gerais,3138609,Lima Duarte,0.59,14.08,0.71
31,Minas Gerais,3138625,Limeira do Oeste,0.46,10.96,0.71
31,Minas Gerais,3143203,Monte Santo de Minas,0.42,3.68,0.71
31,Minas Gerais,3152600,Pouso Alto,0.63,10.41,0.71
31,Minas Gerais,3159803,Santa Vitória,0.46,4.94,0.71
32,Espírito Santo,3200300,ALFREDO CHAVES,0.48,8.68,0.71
32,Espírito Santo,3203346,MARECHAL FLORIANO,0.48,6.68,0.71
33,Rio de Janeiro,3304300,RIO BONITO,0.48,7.94,0.71
35,São Paulo,3502705,APIAÍ,0.55,21.67,0.71
35,São Paulo,3507753,BREJO ALEGRE,0.39,2.01,0.71
35,São Paulo,3512100,COLÔMBIA,0.4,5.04,0.71
35,São Paulo,3519709,IBIÚNA,0.48,8.3,0.71
35,São Paulo,3531704,MONTEIRO LOBATO,0.48,12.04,0.71
35,São Paulo,3550209,SÃO MIGUEL ARCANJO,0.57,11.05,0.71
35,São Paulo,3553104,TAIAÇU,0.41,4.56,0.71
35,São Paulo,3554607,TIMBURI,0.46,9.24,0.71
41,Paraná,4109708,IBAITI,0.62,12.74,0.71
41,Paraná,4113809,LUPIONÓPOLIS,0.48,5.9,0.71
41,Paraná,4117206,NOVA OLÍMPIA,0.4,3.7,0.71
41,Paraná,4117297,NOVO ITACOLOMI,0.38,5.86,0.71
41,Paraná,4119657,PITANGUEIRAS,0.33,1.66,0.71
41,Paraná,4120333,PRADO FERREIRA,0.49,5.49,0.71
41,Paraná,4120655,QUARTO CENTENÁRIO,0.61,10.8,0.71
41,Paraná,4123303,SANTA CRUZ DE MONTE CASTELO,0.38,5.14,0.71
41,Paraná,4127304,TERRA RICA,0.39,3.79,0.71
42,Santa Catarina,4217154,SÃO MIGUEL DA BOA VISTA,0.5,9.06,0.71
42,Santa Catarina,4219408,WITMARSUM,0.43,6.07,0.71
43,Rio Grande do Sul,4301800,BARRACÃO,0.57,14.55,0.71
43,Rio Grande do Sul,4314134,PAULO BENTO,0.39,3.24,0.71
43,Rio Grande do Sul,4314498,PINHEIRINHO DO VALE,0.57,14.36,0.71
43,Rio Grande do Sul,4321709,TRÊS COROAS,0.4,1.33,0.71
50,Mato Grosso do Sul,5001904,BATAGUASSU,0.47,8.09,0.71
51,Mato Grosso,5103957,GLÓRIA D'OESTE,0.48,10.66,0.71
51,Mato Grosso,5104542,ITANHANGÁ,0.51,12.9,0.71
52,Goiás,5203906,BURITI ALEGRE,0.43,6.92,0.71
52,Goiás,5204102,CACHOEIRA ALTA,0.51,2.26,0.71
52,Goiás,5214408,NAZÁRIO,0.49,8.37,0.71
16,Amapá,1600055,SERRA DO NAVIO,0.6,29.33,0.709
31,Minas Gerais,3110905,Campanha,0.5,6.55,0.709
31,Minas Gerais,3116605,Cláudio,0.4,4.5,0.709
31,Minas Gerais,3122702,Dom Silvério,0.42,8.82,0.709
31,Minas Gerais,3144706,Nova Era,0.47,13.01,0.709
31,Minas Gerais,3151107,Pirapetinga,0.46,8.22,0.709
31,Minas Gerais,3155504,Rio Paranaíba,0.5,6.3,0.709
31,Minas Gerais,3172004,Visconde do Rio Branco,0.49,6.47,0.709
32,Espírito Santo,3204708,SÃO GABRIEL DA PALHA,0.6,11.49,0.709
33,Rio de Janeiro,3301108,CANTAGALO,0.48,8.6,0.709
33,Rio de Janeiro,3302502,MAGÉ,0.49,12.19,0.709
33,Rio de Janeiro,3305505,SAQUAREMA,0.52,8.5,0.709
35,São Paulo,3516606,GÁLIA,0.42,5.68,0.709
35,São Paulo,3526209,JUQUITIBA,0.49,9.97,0.709
35,São Paulo,3545506,SANDOVALINA,0.43,11.12,0.709
35,São Paulo,3553005,TAGUAÍ,0.37,3.64,0.709
41,Paraná,4101002,AMPÉRE,0.48,9.11,0.709
41,Paraná,4106571,CRUZEIRO DO IGUAÇU,0.51,9.77,0.709
41,Paraná,4116406,NOSSA SENHORA DAS GRAÇAS,0.33,2.94,0.709
41,Paraná,4117453,OURO VERDE DO OESTE,0.41,5.51,0.709
41,Paraná,4118303,PARANAPOEMA,0.43,6.56,0.709
42,Santa Catarina,4208955,JARDINÓPOLIS,0.4,6.18,0.709
43,Rio Grande do Sul,4319406,SÃO PEDRO DO SUL,0.48,12.07,0.709
43,Rio Grande do Sul,4322202,TUPANCIRETÃ,0.57,12.37,0.709
50,Mato Grosso do Sul,5007307,RIO NEGRO,0.54,12.4,0.709
52,Goiás,5208905,GOIÁS,0.52,10.28,0.709
52,Goiás,5220603,SILVÂNIA,0.51,7.75,0.709
17,Tocantins,1700707,ALVORADA,0.47,11.18,0.708
21,Maranhão,2111201,SÃO JOSÉ DE RIBAMAR,0.51,20.24,0.708
29,Bahia,2919926,MADRE DE DEUS,0.54,22.34,0.708
31,Minas Gerais,3103751,Araporã,0.41,7.81,0.708
31,Minas Gerais,3119302,Coromandel,0.51,3.75,0.708
31,Minas Gerais,3148905,Pedra do Indaiá,0.41,5.16,0.708
31,Minas Gerais,3156403,Romaria,0.54,2.5,0.708
31,Minas Gerais,3162906,São João Nepomuceno,0.42,7.3,0.708
32,Espírito Santo,3200706,ATILIO VIVACQUA,0.44,13.14,0.708
33,Rio de Janeiro,3304003,PIRAÍ,0.5,9.58,0.708
35,São Paulo,3512209,CONCHAL,0.43,6.76,0.708
35,São Paulo,3519501,IBIRAREMA,0.43,6.41,0.708
41,Paraná,4100806,ALVORADA DO SUL,0.48,11.95,0.708
41,Paraná,4112959,JURANDA,0.44,8.63,0.708
41,Paraná,4113908,MALLET,0.46,12.45,0.708
41,Paraná,4118709,PAULO FRONTIN,0.51,14.24,0.708
41,Paraná,4119400,PIRAÍ DO SUL,0.56,11.89,0.708
42,Santa Catarina,4201257,APIÚNA,0.39,2.95,0.708
42,Santa Catarina,4205357,FLOR DO SERTÃO,0.48,7.39,0.708
42,Santa Catarina,4205605,GALVÃO,0.45,11.19,0.708
42,Santa Catarina,4206801,IBICARÉ,0.43,5.87,0.708
42,Santa Catarina,4208104,ITAIÓPOLIS,0.49,11.82,0.708
42,Santa Catarina,4210852,MIRIM DOCE,0.39,7.94,0.708
43,Rio Grande do Sul,4304101,CAMPOS BORGES,0.46,8,0.708
43,Rio Grande do Sul,4306601,DOM PEDRITO,0.54,11.38,0.708
43,Rio Grande do Sul,4319604,SÃO SEPÉ,0.51,10.78,0.708
43,Rio Grande do Sul,4321402,TENENTE PORTELA,0.55,18.25,0.708
50,Mato Grosso do Sul,5005103,JATEÍ,0.6,11.07,0.708
51,Mato Grosso,5102504,CÁCERES,0.53,14.28,0.708
52,Goiás,5200050,ABADIA DE GOIÁS,0.42,6.18,0.708
52,Goiás,5206404,CRIXÁS,0.55,13.81,0.708
25,Paraíba,2517100,VÁRZEA,0.4,21.01,0.707
31,Minas Gerais,3130309,Iguatama,0.43,3.63,0.707
31,Minas Gerais,3141207,Matutina,0.59,4.53,0.707
31,Minas Gerais,3155405,Rio Novo,0.47,11.98,0.707
31,Minas Gerais,3157203,Santa Bárbara,0.47,12.67,0.707
35,São Paulo,3523701,ITIRAPUÃ,0.44,10.23,0.707
35,São Paulo,3551108,SARAPUÍ,0.52,8.63,0.707
41,Paraná,4106100,CONSELHEIRO MAIRINCK,0.47,10.42,0.707
41,Paraná,4110656,IRACEMA DO OESTE,0.4,10.28,0.707
41,Paraná,4110904,ITAGUAJÉ,0.41,8.21,0.707
41,Paraná,4113403,LEÓPOLIS,0.39,7.68,0.707
41,Paraná,4121307,RANCHO ALEGRE,0.49,10.53,0.707
42,Santa Catarina,4207858,IRATI,0.45,11.05,0.707
42,Santa Catarina,4217758,SUL BRASIL,0.45,7.14,0.707
43,Rio Grande do Sul,4301206,ARROIO DO TIGRE,0.47,10.63,0.707
43,Rio Grande do Sul,4301552,ÁUREA,0.42,6.03,0.707
43,Rio Grande do Sul,4306320,DERRUBADAS,0.55,24.87,0.707
43,Rio Grande do Sul,4311007,JAGUARÃO,0.49,10.63,0.707
43,Rio Grande do Sul,4318481,SÃO JOSÉ DO HORTÊNCIO,0.28,1.45,0.707
51,Mato Grosso,5107206,RIO BRANCO,0.5,8.57,0.707
52,Goiás,5207501,ESTRELA DO NORTE,0.48,7.41,0.707
52,Goiás,5211701,JANDAIA,0.44,6.54,0.707
52,Goiás,5213087,MINAÇU,0.52,13.2,0.707
52,Goiás,5213707,MONTES CLAROS DE GOIÁS,0.49,9.53,0.707
31,Minas Gerais,3109709,Cachoeira de Minas,0.45,11.66,0.706
31,Minas Gerais,3109907,Caetanópolis,0.42,6.84,0.706
31,Minas Gerais,3111408,Campo Florido,0.52,7.87,0.706
31,Minas Gerais,3113404,Caratinga,0.54,14.04,0.706
31,Minas Gerais,3123502,Douradoquara,0.49,4.33,0.706
31,Minas Gerais,3129707,Ibiraci,0.42,3.99,0.706
31,Minas Gerais,3157336,Santa Cruz de Minas,0.39,8.45,0.706
31,Minas Gerais,3157708,Santa Juliana,0.43,2.98,0.706
35,São Paulo,3509809,CAMPOS NOVOS PAULISTA,0.43,9.24,0.706
35,São Paulo,3511607,CESÁRIO LANGE,0.43,3.82,0.706
35,São Paulo,3523503,ITATINGA,0.43,7.75,0.706
35,São Paulo,3548203,SANTO ANTÔNIO DO PINHAL,0.47,9.11,0.706
41,Paraná,4102604,BARRACÃO,0.54,12.23,0.706
41,Paraná,4104501,CAPANEMA,0.45,6.6,0.706
41,Paraná,4110607,IPORÃ,0.45,8.15,0.706
41,Paraná,4111555,IVATÉ,0.37,4.94,0.706
41,Paraná,4113205,LAPA,0.49,10.59,0.706
41,Paraná,4113304,LARANJEIRAS DO SUL,0.54,14.43,0.706
41,Paraná,4119806,PLANALTO,0.47,9.57,0.706
41,Paraná,4128807,XAMBRÊ,0.48,7.01,0.706
42,Santa Catarina,4205001,DIONÍSIO CERQUEIRA,0.53,15.17,0.706
42,Santa Catarina,4211652,NOVO HORIZONTE,0.39,6.6,0.706
42,Santa Catarina,4214151,PRINCESA,0.42,6.32,0.706
42,Santa Catarina,4218301,TRÊS BARRAS,0.47,12.49,0.706
43,Rio Grande do Sul,4303673,CAMPESTRE DA SERRA,0.31,2.27,0.706
43,Rio Grande do Sul,4305439,CHUÍ,0.48,14.5,0.706
43,Rio Grande do Sul,4305975,COXILHA,0.49,11.86,0.706
43,Rio Grande do Sul,4306734,DOUTOR MAURÍCIO CARDOSO,0.47,10.68,0.706
43,Rio Grande do Sul,4313490,NOVO BARREIRO,0.62,13.4,0.706
43,Rio Grande do Sul,4313607,PAIM FILHO,0.47,6.6,0.706
50,Mato Grosso do Sul,5003256,COSTA RICA,0.47,5.45,0.706
52,Goiás,5206503,CROMÍNIA,0.43,6.01,0.706
52,Goiás,5209705,HIDROLÂNDIA,0.47,5.31,0.706
52,Goiás,5212105,JOVIÂNIA,0.48,6.37,0.706
52,Goiás,5213905,MOSSÂMEDES,0.51,9.19,0.706
52,Goiás,5219100,SANTA BÁRBARA DE GOIÁS,0.39,6.89,0.706
31,Minas Gerais,3114303,Carmo do Paranaíba,0.49,6.65,0.705
31,Minas Gerais,3133006,Itamonte,0.47,7.56,0.705
31,Minas Gerais,3159704,Santa Rosa da Serra,0.46,8.64,0.705
35,São Paulo,3504404,AVANHANDAVA,0.42,5.21,0.705
35,São Paulo,3506904,BOFETE,0.46,8.21,0.705
35,São Paulo,3507456,BOREBI,0.39,6.63,0.705
35,São Paulo,3522000,ITAJU,0.37,5.33,0.705
35,São Paulo,3542701,RESTINGA,0.38,8.2,0.705
35,São Paulo,3543253,RIBEIRÃO GRANDE,0.41,11.74,0.705
41,Paraná,4110300,INAJÁ,0.43,8.28,0.705
41,Paraná,4112751,JESUÍTAS,0.42,9.58,0.705
41,Paraná,4119707,PLANALTINA DO PARANÁ,0.43,8.54,0.705
41,Paraná,4123402,SANTA FÉ,0.41,2.24,0.705
41,Paraná,4124020,SANTA TEREZA DO OESTE,0.44,8.81,0.705
42,Santa Catarina,4202156,BELMONTE,0.45,10.19,0.705
42,Santa Catarina,4215653,SANTA ROSA DO SUL,0.39,4.79,0.705
42,Santa Catarina,4218855,UNIÃO DO OESTE,0.37,4.58,0.705
43,Rio Grande do Sul,4323358,VILA LÂNGARO,0.47,5.64,0.705
51,Mato Grosso,5100607,ALTO TAQUARI,0.46,4.3,0.705
51,Mato Grosso,5104203,GUIRATINGA,0.48,12.53,0.705
31,Minas Gerais,3107109,Boa Esperança,0.47,8.43,0.704
31,Minas Gerais,3111101,Campina Verde,0.47,7.1,0.704
31,Minas Gerais,3115102,Cássia,0.47,4.91,0.704
31,Minas Gerais,3129806,Ibirité,0.42,7.9,0.704
31,Minas Gerais,3140704,Mateus Leme,0.49,12.99,0.704
31,Minas Gerais,3163102,São José da Varginha,0.47,10.64,0.704
33,Rio de Janeiro,3304151,QUISSAMÃ,0.53,12.4,0.704
35,São Paulo,3502754,ARAÇARIGUAMA,0.46,5.2,0.704
35,São Paulo,3509957,CANAS,0.43,15.21,0.704
35,São Paulo,3515350,EUCLIDES DA CUNHA PAULISTA,0.45,14.46,0.704
35,São Paulo,3545407,SALTO GRANDE,0.42,11.69,0.704
35,São Paulo,3552700,TABATINGA,0.4,4.27,0.704
41,Paraná,4101705,ARARUNA,0.4,6.74,0.704
41,Paraná,4103909,CAMPINA DA LAGOA,0.46,10.6,0.704
41,Paraná,4121356,RANCHO ALEGRE D'OESTE,0.44,8.82,0.704
41,Paraná,4122909,SALTO DO ITARARÉ,0.42,10.43,0.704
41,Paraná,4123956,SANTA MÔNICA,0.48,5.04,0.704
41,Paraná,4125704,SÃO MIGUEL DO IGUAÇU,0.54,10.86,0.704
41,Paraná,4125902,SÃO PEDRO DO PARANÁ,0.4,5.11,0.704
41,Paraná,4126603,SIQUEIRA CAMPOS,0.49,5.85,0.704
42,Santa Catarina,4204194,CHAPADÃO DO LAGEADO,0.43,17.53,0.704
42,Santa Catarina,4209904,LONTRAS,0.37,2.79,0.704
42,Santa Catarina,4212007,PALMA SOLA,0.5,13.17,0.704
42,Santa Catarina,4212205,PAPANDUVA,0.47,10.8,0.704
43,Rio Grande do Sul,4302808,CAÇAPAVA DO SUL,0.48,10.41,0.704
43,Rio Grande do Sul,4314050,PAROBÉ,0.37,4.94,0.704
43,Rio Grande do Sul,4315305,QUARAÍ,0.5,16.89,0.704
50,Mato Grosso do Sul,5005202,LADÁRIO,0.52,17.13,0.704
51,Mato Grosso,5100300,ALTO ARAGUAIA,0.47,9.48,0.704
51,Mato Grosso,5101308,ARENÁPOLIS,0.46,11.2,0.704
51,Mato Grosso,5105622,MIRASSOL D'OESTE,0.55,9.14,0.704
51,Mato Grosso,5106257,NOVA XAVANTINA,0.53,11.07,0.704
51,Mato Grosso,5108857,NOVA MARILÂNDIA,0.43,7.56,0.704
52,Goiás,5203962,BURITINÓPOLIS,0.77,28.47,0.704
52,Goiás,5211602,IVOLÂNDIA,0.45,6.87,0.704
31,Minas Gerais,3117801,Conceição dos Ouros,0.39,8.36,0.703
31,Minas Gerais,3137502,Lagoa Formosa,0.49,5.61,0.703
